station_name,lat,lon,country,priority
PADK,51.88,-176.65,US,7
PAKH,56.93,-154.18,US,8
PAUT,54.13,-165.6,US,7
PAFM,67.1,-157.85,US,7
PAKP,68.13,-151.73,US,7
PANC,61.17,-150.02,US,5
PALH,61.18,-149.97,US,7
PAMR,61.22,-149.85,US,7
PAGN,57.5,-134.58,US,8
PANI,61.58,-159.53,US,7
PANT,55.03,-131.57,US,5
PANV,62.65,-160.18,US,7
PARC,68.12,-145.58,US,7
PAAK,52.22,-174.2,US,7
PATQ,70.47,-157.43,US,7
PABA,70.13,-143.58,US,7
PABE,60.78,-161.83,US,5
PABT,66.92,-151.52,US,6
PALV,60.82,-152.3,US,7
PABV,61.42,-149.52,US,7
PFKT,65.33,-166.47,US,7
PAFR,61.27,-149.65,US,6
PABL,65.98,-161.15,US,7
PATW,63.38,-148.95,US,7
PALU,68.88,-166.1,US,6
PAEH,58.65,-162.07,US,6
PACZ,61.78,-166.03,US,6
PACE,65.57,-144.78,US,7
PARL,65.57,-144.78,US,7
PALR,67.5,-148.48,US,7
PAVA,61.53,-165.6,US,7
PAJC,56.32,-158.37,US,7
PAEC,62.88,-149.57,US,7
PACR,65.83,-144.07,US,7
PFCL,58.83,-158.53,US,7
PACD,55.22,-162.72,US,5
PACV,60.5,-145.47,US,6
PASC,70.2,-148.47,US,6
PADE,66.07,-162.77,US,7
PABI,64.0,-145.72,US,6
PADL,59.05,-158.5,US,6
PADU,53.9,-166.53,US,6
PAEG,64.78,-141.15,US,7
PASY,52.72,174.12,US,5
PAII,58.18,-157.38,US,7
PAEI,64.67,-147.1,US,6
PAEL,58.2,-136.35,US,7
PFEL,64.62,-162.27,US,7
PAED,61.25,-149.83,US,6
PAEM,62.78,-164.48,US,7
PAZK,61.93,-147.17,US,7
PAFA,64.8,-147.87,US,5
PAKF,54.85,-163.42,US,7
PAFK,62.53,-153.6,US,7
PAFB,64.83,-147.62,US,6
PFYU,66.57,-145.23,US,7
PAFN,58.25,-134.9,US,7
PAGB,68.48,-149.48,US,7
PAGA,64.73,-156.93,US,6
PAGM,63.77,-171.73,US,7
PAGL,64.55,-163.0,US,7
PAGK,62.15,-145.45,US,6
PAGS,58.42,-135.7,US,6
PAHN,59.25,-135.52,US,6
PAHZ,61.98,-152.08,US,7
PAHV,63.87,-148.97,US,7
PAHC,62.18,-159.78,US,7
PAHO,59.63,-151.48,US,6
PAOH,58.1,-135.45,US,7
PAHP,61.52,-166.15,US,7
PAHL,65.7,-156.35,US,7
PAHS,65.7,-156.38,US,7
PAHY,55.2,-132.83,US,7
PAIG,59.32,-155.9,US,7
PAIL,59.75,-154.92,US,6
PAIM,66.0,-153.7,US,6
PAJN,58.35,-134.55,US,0
PAFE,56.97,-133.92,US,7
PALG,61.53,-160.33,US,7
PAKV,64.33,-158.72,US,7
PAEN,60.57,-151.25,US,6
PAKT,55.35,-131.72,US,6
PAIK,66.98,-160.43,US,8
PAVC,55.12,-162.27,US,8
PAKN,58.68,-156.65,US,5
PAKI,59.93,-164.03,US,8
PAVL,67.73,-164.55,US,7
PAKW,55.58,-133.07,US,7
PADQ,57.75,-152.5,US,5
PAJZ,59.73,-157.27,US,8
PAOT,66.88,-162.6,US,5
PAKK,64.93,-161.15,US,7
PAKU,70.32,-149.6,US,7
PFKW,60.8,-161.43,US,7
PAML,65.0,-150.65,US,7
PAMB,58.98,-159.05,US,7
PADM,61.87,-162.03,US,8
PAMX,61.43,-142.88,US,7
PAMC,62.97,-155.62,US,5
PAIN,63.73,-148.92,US,7
PAMY,60.37,-166.27,US,7
PAMM,55.13,-131.58,US,7
PAMD,59.43,-146.3,US,7
PAMH,63.9,-152.28,US,7
PAMO,62.1,-163.68,US,7
PABN,62.4,-143.0,US,7
PANA,60.68,-161.98,US,7
PAOU,56.0,-161.17,US,8
PANN,64.55,-149.08,US,7
PANW,59.45,-157.32,US,8
PAFS,63.02,-154.35,US,7
PAWN,67.57,-162.98,US,7
PAOM,64.5,-165.43,US,5
PFNO,66.82,-161.02,US,7
PAOR,62.97,-141.93,US,6
PAQT,70.22,-151.0,US,6
PPNU,70.2,-150.98,US,8
PALP,70.33,-150.93,US,7
PPIT,60.9,-162.43,US,7
POLI,70.5,-149.88,US,7
PFNU,70.5,-150.25,US,7
PAAQ,61.6,-149.08,US,6
PAXK,63.03,-145.5,US,7
PAPG,56.82,-132.93,US,6
PAPN,57.58,-157.57,US,8
PAPM,59.02,-161.82,US,7
PAPO,68.35,-166.8,US,7
PPIZ,69.73,-163.0,US,7
PAAD,70.13,-146.28,US,8
PATO,60.78,-148.85,US,7
PAAP,56.23,-134.65,US,7
PALJ,60.2,-154.3,US,7
PAPC,65.25,-166.85,US,7
PAPH,56.95,-158.62,US,7
PAPR,66.82,-150.65,US,7
PAUD,70.25,-148.33,US,7
PAPT,62.1,-152.72,US,7
PAQH,59.75,-161.85,US,7
PADG,68.03,-162.9,US,7
PARD,68.03,-162.9,US,7
PARY,64.73,-155.47,US,7
PARS,61.77,-161.32,US,7
PASM,62.07,-163.3,US,7
PASD,55.33,-160.52,US,7
PASA,63.68,-170.5,US,7
PACM,61.85,-165.57,US,7
PASK,66.6,-160.0,US,7
PASO,59.45,-151.7,US,7
PAWD,60.12,-149.42,US,7
PAHX,62.7,-159.57,US,7
PFSH,64.37,-161.22,US,8
PASH,66.27,-166.08,US,7
PAGH,66.88,-157.17,US,8
PASI,57.03,-135.35,US,6
PAGY,59.47,-135.32,US,6
PASW,61.97,-151.2,US,7
PADT,62.72,-143.85,US,7
PASL,61.68,-157.15,US,7
PALK,62.03,-146.67,US,7
PASX,60.48,-151.05,US,7
PFWS,58.7,-157.0,US,7
PASV,61.1,-155.57,US,7
PAPB,56.58,-169.67,US,7
PAMK,63.48,-162.12,US,8
PAER,61.27,-153.82,US,7
PASN,57.15,-170.22,US,5
PAJV,61.72,-148.88,US,7
PASP,61.82,-147.55,US,7
PATK,62.32,-150.1,US,6
PATA,65.17,-152.1,US,6
PATL,62.9,-155.97,US,6
PATE,65.23,-166.33,US,8
PATC,65.57,-167.92,US,6
PATG,59.05,-160.38,US,7
PAOO,60.53,-165.08,US,7
PAUM,69.37,-152.13,US,7
PAUN,63.88,-160.8,US,6
PABR,71.28,-156.78,US,5
PAVD,61.13,-146.25,US,6
PAVW,61.13,-146.35,US,7
PAWI,70.63,-160.02,US,7
PAIW,65.62,-168.1,US,8
PAWS,61.57,-149.53,US,7
PAWM,64.68,-163.42,US,8
PAWR,60.78,-148.72,US,7
PAKX,60.2,-154.32,US,7
PAUO,61.75,-150.05,US,7
PAIZ,61.63,-149.03,US,7
PAWG,56.48,-132.37,US,6
PAYA,59.52,-139.67,US,5
KEET,33.18,-86.78,US,3
K8A0,34.23,-86.25,US,7
KALX,32.92,-85.97,US,7
K79J,31.32,-86.4,US,8
KANB,33.58,-85.85,US,6
KAUO,32.62,-85.43,US,7
KAUB,32.6,-85.5,US,7
K1R8,30.87,-87.82,US,7
KEKY,33.32,-86.93,US,7
KBHM,33.57,-86.75,US,4
K0A8,32.93,-87.08,US,6
K9A4,34.67,-87.35,US,8
K3A1,34.27,-86.85,US,7
KCMD,34.27,-86.85,US,7
KDCU,34.65,-86.95,US,7
KDYA,32.47,-87.95,US,7
KDHN,31.32,-85.45,US,6
KEDN,31.3,-85.9,US,7
KEUF,31.95,-85.13,US,8
KGZH,31.42,-87.05,US,7
KCQF,30.47,-87.88,US,8
K0J4,31.05,-86.32,US,8
K4A9,34.47,-85.72,US,7
KHEY,31.35,-85.65,US,8
KSXS,31.37,-85.85,US,7
KGAD,33.97,-86.08,US,7
KPRN,31.85,-86.62,US,8
KJKA,30.28,-87.67,US,7
K1M4,34.28,-87.6,US,8
K0J6,31.37,-85.32,US,7
KHSV,34.65,-86.78,US,4
KMDQ,34.87,-86.55,US,8
KJFX,33.9,-87.32,US,8
KLOR,31.35,-85.75,US,7
KA08,32.52,-87.38,US,8
KMXF,32.38,-86.37,US,6
KMOB,30.68,-88.25,US,3
KBFM,30.62,-88.07,US,7
KMGM,32.3,-86.4,US,4
KMSL,34.75,-87.6,US,6
KOZR,31.28,-85.72,US,6
KPLR,33.57,-86.25,US,7
KRAM,29.05,-88.08,US,8
K1A9,32.43,-86.52,US,7
KHUA,34.68,-86.68,US,8
K4A6,34.68,-86.0,US,8
KSEM,32.35,-86.98,US,7
KSCD,33.17,-86.3,US,7
KASN,33.57,-86.05,US,8
KTOI,31.85,-86.02,US,7
KTCL,33.22,-87.62,US,6
KVOA,29.23,-87.78,US,9
KADF,34.1,-93.07,US,8
KBVX,35.73,-91.65,US,7
KSUZ,34.58,-92.48,US,7
KH00,36.35,-94.22,US,7
KVBT,36.35,-94.22,US,7
KXNA,36.28,-94.3,US,6
KBYH,35.97,-89.95,US,7
KHKA,35.93,-89.83,US,7
KCDH,33.62,-92.77,US,8
KCXW,35.02,-92.55,US,8
KCCA,35.6,-92.45,US,8
K4M9,36.4,-90.65,US,8
KDEQ,34.05,-94.4,US,7
KELD,33.22,-92.82,US,6
KFYV,36.02,-94.17,US,4
KFLP,36.28,-92.58,US,7
KFSM,35.33,-94.37,US,3
KHRO,36.27,-93.15,US,6
KHOT,34.48,-93.1,US,6
KJBR,35.83,-90.65,US,6
KLRF,34.92,-92.12,US,1
KLIT,34.73,-92.23,US,0
KMEZ,34.55,-94.2,US,8
KLLQ,33.63,-91.75,US,7
KBPK,36.37,-92.47,US,7
KMWT,34.55,-93.58,US,7
KM19,35.65,-91.17,US,8
KORK,34.83,-92.25,US,8
KLZK,34.83,-92.27,US,8
KPBF,34.18,-91.93,US,6
KROG,36.37,-94.1,US,7
KRUE,35.25,-93.1,US,7
KSRC,35.22,-91.73,US,7
KSLG,36.2,-94.48,US,7
KASG,36.17,-94.12,US,7
KSGT,34.6,-91.57,US,7
KTXK,33.45,-93.98,US,6
KARG,36.12,-90.92,US,6
KAWM,35.13,-90.23,US,5
KPHX,33.43,-112.02,US,0
KTUS,32.13,-110.95,US,2
KA39,32.98,-111.92,US,7
KBXK,33.42,-112.68,US,8
KIFP,35.15,-114.57,US,7
KCGZ,32.95,-111.77,US,7
KIWA,33.3,-111.65,US,3
KCHD,33.27,-111.82,US,8
KAZC,36.97,-113.02,US,8
KP08,32.93,-111.43,US,8
KDMA,32.17,-110.88,US,6
KDUG,31.47,-109.6,US,6
KFLG,35.13,-111.67,US,2
KFHU,31.58,-110.35,US,6
KGXF,32.88,-112.72,US,7
KGEU,33.53,-112.3,US,7
KLGF,32.87,-114.4,US,8
KLUF,33.53,-112.37,US,6
KGYR,33.42,-112.37,US,7
KGCN,35.95,-112.15,US,4
K40G,35.63,-112.15,US,7
KIGM,35.25,-113.93,US,7
KHII,34.57,-114.37,US,8
KMZJ,32.52,-111.32,US,7
KFFZ,33.47,-111.72,US,7
KOLS,31.42,-110.85,US,6
KPGA,36.92,-111.45,US,3
KPAN,34.25,-111.33,US,9
KDVT,33.68,-112.07,US,1
KALK,31.6,-110.43,US,8
KPRC,34.65,-112.42,US,3
KSAD,32.85,-109.63,US,6
KSDL,33.62,-111.92,US,7
KSEZ,34.85,-111.78,US,8
KSOW,34.27,-110.0,US,6
KJTC,34.13,-109.32,US,7
KSJN,34.52,-109.38,US,6
KTYL,34.45,-110.12,US,8
KAVQ,32.4,-111.22,US,8
KRYN,32.15,-111.17,US,8
KCMR,35.3,-112.2,US,8
KRQE,35.65,-109.07,US,7
KINW,35.03,-110.72,US,4
KYUM,32.63,-114.58,US,3
KNOZ,32.53,-114.5,US,8
KNYL,32.65,-114.62,US,6
KNGZ,37.77,-122.32,US,7
KAAT,41.48,-120.57,US,7
KAPV,34.57,-117.18,US,8
KACV,40.98,-124.1,US,6
KAUN,38.95,-121.08,US,8
KAVX,33.4,-118.42,US,7
KBFL,35.43,-119.05,US,6
KBAB,39.13,-121.43,US,6
KBUO,33.92,-116.97,US,7
KBYS,35.28,-116.63,US,6
KL35,34.27,-116.85,US,8
KBIH,37.37,-118.35,US,6
KBLH,33.62,-114.72,US,6
KL08,33.27,-116.32,US,8
KO57,38.27,-119.22,US,8
KBAN,38.35,-119.52,US,8
KBUR,34.2,-118.37,US,6
KBNY,40.87,-121.67,US,7
KC83,37.83,-121.62,US,8
KCXL,32.67,-115.5,US,7
KCMA,34.22,-119.1,US,7
KCZZ,32.63,-116.47,US,7
KNFG,33.3,-117.35,US,6
KCRQ,33.13,-117.28,US,6
KO59,41.55,-120.17,US,8
KO05,40.28,-121.23,US,7
KCIC,39.78,-121.85,US,7
KNID,35.68,-117.68,US,4
KCNO,33.98,-117.62,US,7
KO22,38.03,-120.42,US,7
KCCR,38.0,-122.05,US,7
KAJO,33.9,-117.6,US,8
KSNA,33.67,-117.87,US,6
KCEC,41.78,-124.23,US,6
KDAG,34.85,-116.78,US,6
KDWA,38.58,-121.85,US,8
KEDU,38.53,-121.78,US,8
KDLO,35.75,-119.23,US,8
KEDW,34.9,-117.87,US,3
K9L2,34.98,-117.87,US,8
KNJK,32.82,-115.67,US,6
KEMT,34.08,-118.03,US,7
KBLU,39.28,-120.7,US,7
KEKA,40.8,-124.1,US,8
KL18,33.35,-117.25,US,7
KFOT,40.55,-124.13,US,8
KFCH,36.72,-119.82,US,7
KFAT,36.78,-119.72,US,2
KFUL,33.87,-117.98,US,7
KGOO,39.22,-121.0,US,8
KHAF,37.52,-122.5,US,8
KHJO,36.32,-119.62,US,7
KO18,36.32,-119.63,US,7
KHHR,33.92,-118.33,US,7
KHWD,37.67,-122.12,US,7
KHES,38.65,-122.9,US,8
KHMT,33.73,-117.02,US,7
KCVH,36.9,-121.42,US,8
KHGT,36.0,-121.22,US,7
KNRS,32.57,-117.12,US,7
KIPL,32.83,-115.58,US,6
KIYK,35.67,-117.82,US,7
KJAQ,38.37,-120.8,US,7
KWJF,34.73,-118.22,US,6
KPOC,34.1,-117.77,US,7
KWHP,34.25,-118.42,US,8
KNLC,36.32,-119.95,US,6
KLHM,38.92,-121.35,US,8
KLLR,39.27,-123.75,US,8
KLVK,37.7,-121.82,US,7
KLPC,34.67,-120.47,US,7
KLGB,33.82,-118.15,US,6
KSLI,33.78,-118.03,US,7
KCQT,34.02,-118.28,US,7
KLAX,33.93,-118.38,US,0
KMAE,36.98,-120.12,US,7
KMMH,37.62,-118.83,US,7
KMYV,39.1,-121.57,US,7
KMHR,38.55,-121.28,US,7
KMCC,38.67,-121.4,US,7
KMER,37.38,-120.57,US,8
KMCE,37.28,-120.5,US,6
KNKX,32.87,-117.13,US,5
KMOD,37.62,-120.95,US,6
KNUQ,37.4,-122.05,US,7
KMHV,35.07,-118.15,US,7
KSIY,41.77,-122.47,US,7
KMRY,36.58,-121.85,US,2
KMHS,41.32,-122.32,US,7
KMWS,34.23,-118.05,US,7
KF70,33.57,-117.13,US,7
KAPC,38.2,-122.28,US,7
KEED,34.77,-114.62,US,6
K3A6,34.37,-118.57,US,7
KNZY,32.7,-117.22,US,6
KDVO,38.15,-122.55,US,7
KOAK,37.72,-122.23,US,1
KL52,35.1,-120.62,US,8
KOKB,33.22,-117.35,US,7
KNXF,33.28,-117.45,US,8
KONT,34.05,-117.58,US,1
KOVE,39.5,-121.62,US,7
KOXR,34.2,-119.2,US,7
KGXA,34.57,-117.67,US,8
KPMD,34.63,-118.08,US,6
KPSP,33.82,-116.5,US,3
KPAO,37.47,-122.12,US,7
KPRB,35.67,-120.63,US,6
KO69,38.25,-122.6,US,7
KPVF,38.72,-120.75,US,8
KNTD,34.12,-119.12,US,6
KPTV,36.02,-119.07,US,7
K87Q,35.67,-121.28,US,7
KRNM,33.03,-116.92,US,7
KRBL,40.15,-122.25,US,6
KRDD,40.52,-122.3,US,3
KREI,34.08,-117.15,US,8
KO32,36.67,-119.45,US,8
KO88,38.2,-121.7,US,8
KRAL,33.95,-117.45,US,6
KRIV,33.87,-117.23,US,7
KSAC,38.5,-121.5,US,2
KSMF,38.7,-121.6,US,6
KSNS,36.67,-121.6,US,6
KCPU,38.15,-120.65,US,8
KSBD,34.08,-117.25,US,8
KSQL,37.52,-122.25,US,7
KNUC,33.02,-118.57,US,7
KSDB,34.75,-118.72,US,7
KSDM,32.58,-117.0,US,7
KSAN,32.73,-117.18,US,2
KMYF,32.82,-117.13,US,7
KSEE,32.82,-116.97,US,7
KSFO,37.62,-122.37,US,0
KSJC,37.37,-121.92,US,6
KRHV,37.33,-121.82,US,7
KSBP,35.23,-120.63,US,6
KE16,37.08,-121.6,US,8
KNSI,33.23,-119.45,US,7
KSBA,34.43,-119.85,US,6
KSMX,34.9,-120.45,US,6
KSMO,34.02,-118.45,US,7
KSTS,38.5,-122.82,US,6
KIZA,34.6,-120.07,US,7
KO87,40.02,-124.07,US,7
KTVL,38.9,-120.0,US,6
KSCK,37.88,-121.22,US,6
KSVE,40.37,-120.57,US,7
KTSP,35.13,-118.43,US,8
KTRM,33.63,-116.17,US,6
KTOA,33.8,-118.33,US,7
KTCY,37.68,-121.43,US,7
KSUU,38.27,-121.93,US,6
KO86,40.98,-122.7,US,8
KTRK,39.32,-120.13,US,6
KNXP,34.28,-116.13,US,6
KUKI,39.12,-123.2,US,6
KCCB,34.12,-117.68,US,8
KVCB,38.38,-121.95,US,7
KVBG,34.73,-120.58,US,3
KXVW,34.72,-120.57,US,7
KVNY,34.22,-118.48,US,6
KVCV,34.58,-117.38,US,8
KVIS,36.32,-119.4,US,7
KWVI,36.93,-121.78,US,7
KO54,40.75,-122.92,US,8
KAKO,40.17,-103.22,US,4
KALS,37.43,-105.87,US,6
KASE,39.23,-106.87,US,4
K7BM,38.78,-106.22,US,8
K0CO,39.8,-105.77,US,8
KBDU,40.03,-105.23,US,8
KBJC,39.9,-105.1,US,1
KBKF,39.72,-104.75,US,2
KAEJ,38.82,-106.12,US,8
KITR,39.23,-102.28,US,7
K1V6,38.43,-105.1,US,8
KCWN,38.75,-104.85,US,8
KCOS,38.82,-104.68,US,3
KCRV,40.05,-105.58,US,7
KCEZ,37.3,-108.63,US,7
KFLY,38.95,-104.57,US,7
KCAG,40.5,-107.52,US,4
KC99,39.87,-105.55,US,7
KRCV,37.72,-106.35,US,7
KAJZ,38.78,-108.07,US,8
KCFO,39.78,-104.55,US,8
KAPA,39.57,-104.85,US,4
KDEN,39.85,-104.65,US,0
KFTG,39.78,-104.55,US,8
KDRO,37.15,-107.77,US,4
KEGE,39.63,-106.92,US,6
KABH,38.75,-104.3,US,8
KEIK,40.02,-105.05,US,8
KFLA,39.28,-103.07,US,9
KFCS,38.67,-104.77,US,6
KFMM,40.33,-103.8,US,8
KFNL,40.45,-105.02,US,7
KGNB,40.08,-105.92,US,8
KGJT,39.13,-108.53,US,2
KGXY,40.43,-104.62,US,4
KGUC,38.52,-106.93,US,6
KHDN,40.48,-107.22,US,6
KHEQ,40.57,-102.28,US,8
K1JW,40.97,-103.2,US,8
K72C,39.6,-102.57,US,9
K20V,40.05,-106.37,US,7
KLHX,38.05,-103.52,US,7
KLAA,38.07,-102.68,US,4
KVTP,37.5,-105.17,US,7
KLXV,39.23,-106.32,US,7
K1LW,40.92,-103.7,US,8
KLIC,39.27,-103.67,US,4
KLMO,40.17,-105.17,US,8
KEEO,40.05,-107.88,US,7
K1MW,40.7,-103.48,US,8
KMYP,38.48,-106.32,US,7
KMTJ,38.5,-107.9,US,6
KMNH,39.22,-104.65,US,7
K3MW,40.45,-106.75,US,7
K1NW,40.63,-103.83,US,8
KAIB,38.23,-108.57,US,7
K1OW,40.88,-104.0,US,8
KPSO,37.28,-107.05,US,8
KPUB,38.28,-104.5,US,3
K4V0,40.1,-108.77,US,8
KCCU,39.48,-106.15,US,7
KRIL,39.53,-107.73,US,7
K04V,38.1,-106.17,US,8
KANK,38.53,-106.05,US,8
KSHM,38.8,-104.52,US,7
KSPD,37.28,-102.62,US,7
KSBS,40.52,-106.87,US,7
KSTK,40.62,-103.27,US,8
KSTR,39.3,-102.6,US,9
K5SM,39.43,-107.38,US,8
KTEX,37.95,-107.9,US,7
KTAD,37.27,-104.33,US,7
KAFF,38.97,-104.82,US,4
K33V,40.75,-106.28,US,8
K4V1,37.7,-104.78,US,7
KC07,40.35,-106.7,US,7
K4BM,39.05,-105.52,US,8
KCPW,37.45,-106.8,US,7
K2V5,40.1,-102.25,US,8
K2V6,40.1,-102.72,US,9
KBDR,41.17,-73.13,US,3
KSNC,41.38,-72.5,US,7
KDXR,41.37,-73.48,US,7
KGON,41.33,-72.05,US,7
KHFD,41.73,-72.65,US,4
KMMK,41.52,-72.83,US,7
KHVN,41.27,-72.88,US,7
KOXC,41.47,-73.13,US,7
KIJD,41.75,-72.18,US,7
KBDL,41.93,-72.68,US,6
KDOV,39.12,-75.47,US,6
K33N,39.22,-75.6,US,8
KGED,38.68,-75.37,US,7
KILG,39.67,-75.6,US,4
KAAF,29.73,-85.03,US,7
KBOW,27.93,-81.77,US,7
KBCT,26.38,-80.1,US,7
K1J0,30.85,-85.6,US,8
KBKV,28.47,-82.45,US,7
KXMR,28.47,-80.57,US,8
KNZC,30.22,-81.87,US,7
KCLW,27.98,-82.75,US,7
K2IS,26.73,-81.05,US,7
KCEW,30.78,-86.52,US,6
KCTY,29.63,-83.1,US,6
KCGC,28.87,-82.57,US,8
KDAB,29.18,-81.07,US,3
K54J,30.73,-86.15,US,7
KDED,29.07,-81.28,US,7
KDTS,30.4,-86.47,US,7
KEGI,30.65,-86.52,US,7
KVPS,30.47,-86.52,US,6
KEGC,25.85,-81.38,US,7
KFHB,30.62,-81.47,US,7
KFIN,29.47,-81.2,US,8
KFLM,25.13,-80.92,US,7
KFMY,26.58,-81.87,US,6
KRSW,26.53,-81.75,US,6
KFPR,27.5,-80.38,US,7
KFXE,26.2,-80.18,US,7
KFLL,26.07,-80.15,US,6
KGNV,29.7,-82.28,US,4
KHWO,26.0,-80.23,US,7
KHST,25.48,-80.37,US,6
KHRT,30.42,-86.68,US,6
KIMM,26.43,-81.4,US,8
KINF,28.8,-82.32,US,8
KVQQ,30.22,-81.88,US,7
KCRG,30.33,-81.52,US,1
KHEG,30.28,-81.8,US,8
KJAX,30.5,-81.68,US,0
KNIP,30.23,-81.67,US,6
KNEN,30.35,-81.88,US,8
K42J,29.85,-82.05,US,8
KEYW,24.55,-81.75,US,2
KNQX,24.57,-81.67,US,6
KISM,28.28,-81.43,US,7
KX14,26.73,-81.43,US,8
KLCQ,30.18,-82.58,US,7
KLAL,27.98,-82.02,US,7
KX07,27.9,-81.62,US,8
KLNA,26.6,-80.08,US,7
KLEE,28.82,-81.82,US,7
K24J,30.3,-83.03,US,7
KMCF,27.85,-82.52,US,6
KMTH,24.73,-81.05,US,7
KMKY,26.0,-81.67,US,8
KMAI,30.83,-85.18,US,7
KNRB,30.38,-81.42,US,6
KMLB,28.1,-80.65,US,4
KCOI,28.33,-80.68,US,8
KMBF,25.77,-80.13,US,8
KTMB,25.65,-80.43,US,7
KMIA,25.8,-80.32,US,0
KOPF,25.92,-80.28,US,1
KNDZ,30.7,-87.02,US,8
KAPF,26.15,-81.77,US,6
KTTS,28.58,-80.67,US,7
KRRF,28.18,-82.63,US,7
KEVB,29.05,-80.95,US,8
KF45,26.85,-80.22,US,8
KOCF,29.17,-82.22,US,7
KOCR,25.3,-80.27,US,8
KOBE,27.27,-80.85,US,8
KMCO,28.42,-81.33,US,2
KORL,28.55,-81.33,US,6
KOMN,29.3,-81.12,US,8
K28J,29.65,-81.68,US,7
KXFL,29.47,-81.2,US,8
KECP,30.35,-85.8,US,6
KCOF,28.23,-80.6,US,6
KPNS,30.48,-87.18,US,6
KNPA,30.35,-87.32,US,6
K40J,30.07,-83.57,US,7
KFPY,30.07,-83.57,US,7
K54A,26.85,-82.25,US,7
KPCM,28.0,-82.17,US,7
KPMP,26.25,-80.12,US,7
KX41,28.35,-82.62,US,7
KPGD,26.92,-82.0,US,7
K2J9,30.6,-84.55,US,8
KSFB,28.77,-81.23,US,6
KSRQ,27.4,-82.57,US,6
KX26,27.82,-80.5,US,8
KSEF,27.45,-81.35,US,8
KSGJ,29.97,-81.33,US,7
KSPG,27.77,-82.63,US,7
KPIE,27.92,-82.68,US,6
KSUA,27.18,-80.22,US,7
KTLH,30.4,-84.35,US,3
KTPA,27.97,-82.53,US,3
KTPF,27.92,-82.45,US,8
KVDF,28.02,-82.33,US,7
KVVG,28.97,-81.97,US,7
KTIX,28.5,-80.8,US,7
KPAM,30.07,-85.57,US,6
KTDR,30.05,-85.52,US,7
KVNC,27.07,-82.43,US,8
KTRV,27.65,-80.42,US,7
KVRB,27.65,-80.42,US,4
KPBI,26.68,-80.1,US,3
KNSE,30.73,-87.02,US,7
KX60,29.35,-82.47,US,7
KGIF,28.07,-81.75,US,7
KZPH,28.23,-82.15,US,7
KABY,31.53,-84.2,US,6
KAMG,31.53,-82.5,US,6
KACJ,32.12,-84.18,US,8
KAHN,33.95,-83.33,US,4
KFTY,33.78,-84.52,US,3
KATL,33.63,-84.45,US,0
KPUJ,33.92,-84.93,US,8
KAGS,33.37,-81.97,US,4
KDNL,33.47,-82.03,US,7
KBGE,30.97,-84.63,US,8
KBHC,31.72,-82.4,US,7
KDZJ,34.85,-84.0,US,8
KBIJ,31.4,-84.9,US,7
KBQK,31.25,-81.47,US,7
KSSI,31.15,-81.38,US,6
K6A1,32.57,-84.25,US,8
KCZL,34.47,-84.93,US,7
KCXU,31.22,-84.23,US,7
K18A,34.35,-83.13,US,8
KCNI,34.32,-84.42,US,7
KCTJ,33.63,-85.15,US,8
KVPC,34.1,-84.85,US,7
KCWV,32.2,-81.87,US,8
K48A,32.4,-83.27,US,8
KCSG,32.52,-84.95,US,6
KCKF,31.98,-83.77,US,7
KAJR,34.5,-83.55,US,7
K9A1,33.63,-83.85,US,8
KCVC,33.63,-83.85,US,7
KDNN,34.72,-84.87,US,7
KMGE,33.92,-84.52,US,6
K17J,31.0,-84.87,US,8
KDQH,31.48,-82.87,US,7
KDBN,32.57,-82.98,US,7
KEZM,32.22,-83.13,US,8
K27A,34.1,-82.82,US,8
KEBA,34.1,-82.82,US,8
KFZG,31.68,-83.27,US,8
KLSF,32.32,-84.97,US,6
KLHW,31.88,-81.57,US,7
KGVL,34.27,-83.83,US,7
K49A,34.63,-84.53,US,8
K3J7,33.6,-83.13,US,7
K6A2,33.23,-84.27,US,8
K4A7,33.38,-84.33,US,8
KHMP,33.38,-84.33,US,8
KAZE,31.88,-82.65,US,8
KHOE,31.05,-82.78,US,8
KJZP,34.45,-84.47,US,7
K19A,34.18,-83.57,US,8
KJCA,34.18,-83.57,US,8
KJES,31.55,-81.88,US,8
K9A5,34.68,-85.28,US,8
KLGC,33.0,-85.07,US,6
KLZU,33.98,-83.97,US,7
K2J3,32.98,-82.38,US,7
KMCN,32.68,-83.65,US,3
KRYY,34.02,-84.6,US,7
KHQU,33.53,-82.52,US,7
KHME,32.37,-82.07,US,8
KMHP,32.37,-82.08,US,7
KMLJ,33.15,-83.25,US,8
K2J5,32.9,-81.97,US,8
KD73,33.78,-83.7,US,8
KVAD,30.97,-83.2,US,6
KMGR,31.08,-83.8,US,7
KMUL,31.13,-83.7,US,7
KCCO,33.32,-84.77,US,7
KFFC,33.35,-84.57,US,1
KPDK,33.88,-84.3,US,7
KPXE,32.52,-83.77,US,7
KPIM,32.83,-84.88,US,8
KRVJ,32.07,-82.15,US,8
KRMG,34.35,-85.17,US,7
KOKZ,32.97,-82.83,US,7
KSVN,32.02,-81.12,US,6
KSAV,32.12,-81.2,US,4
KTBR,32.48,-81.73,US,7
KSBO,32.62,-82.37,US,8
KJYL,32.65,-81.6,US,7
KOPN,32.95,-84.27,US,7
KTVI,30.9,-83.88,US,8
KTMA,31.43,-83.48,US,8
KTOC,34.6,-83.3,US,8
KVLD,30.78,-83.27,US,6
